cross_validation_fold,growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction
0,6022,M10_dense_island_spectral_pareto,1.5932385069299846,2.0431850470847572,3.6936052501125647,7.294994239978944,17.857142857142858,7.142857142857143,0.2077714204788208,0.7603181180128553,0.43249871874330204,2.4814223151299535,1.9459101490553132,2.9174053685313024,2.4849066497880004,3.170179651863876,2.833213344056216,3.3029871410754272,3.8918202981106265,3.761470459036185,4.5217885770490405,3.630963546351375,3.912023005428146,0.8856209150326797,0.875,0.7988344359397348,0.8332163932399214,1.3509841561317444,1.4820700883865356,1.2833548784255981,1.491126298904419,1.233860433101654,1.3911908864974976,2.9944807084449314,2.6390573296152584,3.49466763298728,4.343805421853684,0.4901195764541626,0.5511141419410706,0.2197389304637909,0.2186577022075653,0.07806396484375,0.2662353515625
0,6022,M16a_regime_adaptive_terrace,1.5692921188871218,2.14735393338835,4.526623577866241,7.294994239978944,10.714285714285714,7.142857142857143,0.07853347063064575,0.8908250306976653,0.5352207058507066,2.381086967398878,1.9459101490553132,3.020127355638707,2.4849066497880004,3.257356345436265,2.833213344056216,3.5581970720467324,3.8918202981106265,3.630963546351375,4.5217885770490405,3.675418625330804,3.912023005428146,0.8902071102413568,0.875,0.7935996039513552,0.8332163932399214,1.5199158787727356,1.4820700883865356,1.4125928282737732,1.491126298904419,1.286771535873413,1.3911908864974976,3.258096538021482,2.6390573296152584,3.2287771385162904,4.343805421853684,0.5105861127376556,0.5511141419410706,0.24188198149204254,0.2186577022075653,0.0819091796875,0.2662353515625
1,6028,M10_dense_island_spectral_pareto,1.378551594492318,1.6035061561818535,4.182758152504667,2.3863925258997885,14.285714285714286,64.28571428571429,0.16203105449676514,0.8026041606479182,0.3669845875401001,2.1910133173369406,2.3978952727983707,2.8518912373281005,3.2188758248682006,3.218075184184714,3.4339872044851463,3.2283848277860816,4.7140245909001735,3.604115086616335,4.406719247264253,3.372618174742181,4.102643365036796,0.9041741741741742,0.8669724770642202,0.8001382014498839,0.8187819961961784,1.3600075244903564,1.2051212787628174,1.2774128913879395,1.1153818368911743,1.1901682019233704,0.9653605818748474,3.198464827608073,3.7612001156935624,3.7488808503112843,3.7013019741124933,0.4789046198129654,0.6298157572746277,0.21129793673753738,0.2675158679485321,0.0797119140625,0.10345458984375
1,6028,M16a_regime_adaptive_terrace,1.9235785265940997,2.2867636736560057,5.237334928827125,2.3863925258997885,10.714285714285714,64.28571428571429,0.4520164132118225,0.6658005710726824,0.44824405228898767,1.9944920232821373,2.3978952727983707,2.770631772579213,3.2188758248682006,3.0433873634561532,3.4339872044851463,3.632015071449765,4.7140245909001735,3.740918676191571,4.406719247264253,3.5549397315361357,4.102643365036796,0.9242087466746227,0.8669724770642202,0.795546951097184,0.8187819961961784,1.6670629978179932,1.2051212787628174,1.5673982501029968,1.1153818368911743,1.3926039934158325,0.9653605818748474,3.091042453358316,3.7612001156935624,3.855326661750601,3.7013019741124933,0.4960738271474838,0.6298157572746277,0.19415176659822464,0.2675158679485321,0.136077880859375,0.10345458984375
2,6029,M10_dense_island_spectral_pareto,1.2537925955030054,1.483115703713397,3.556171490820564,2.4288282103614383,25.0,64.28571428571429,0.11197447776794434,0.7376832814965018,0.49093518876006836,2.3978952727983707,2.4849066497880004,2.943052015725078,3.4339872044851463,3.1549591391132585,3.5263605246161616,3.310036603265178,4.848116364598481,3.650573902928016,4.388257184424518,3.5804229533321497,4.197201947661808,0.910093896713615,0.8620689655172413,0.7967139380234689,0.8168899108266634,1.3955897092819214,1.330017328262329,1.353960394859314,1.2419859170913696,1.2897383570671082,1.154369592666626,3.218075184184714,3.6375861597263857,3.4923581600591325,3.58351893845611,0.47771838307380676,0.6206924915313721,0.20335372537374496,0.28249117732048035,0.08477783203125,0.08056640625
2,6029,M16a_regime_adaptive_terrace,1.8205708119140191,2.0993979681344177,6.172175441139994,2.4288282103614383,10.714285714285714,64.28571428571429,0.3484964966773987,0.8051241973576988,0.6347762249859592,2.1383330595080277,2.4849066497880004,2.799210979499187,3.4339872044851463,2.9700856263602153,3.5263605246161616,2.787974551573158,4.848116364598481,3.583132987066819,4.388257184424518,3.9695794089783982,4.197201947661808,0.8827751196172249,0.8620689655172413,0.749614008340447,0.8168899108266634,1.7115778923034668,1.330017328262329,1.5904824137687683,1.2419859170913696,1.3925764560699463,1.154369592666626,3.017740716262378,3.6375861597263857,3.5894633996534644,3.58351893845611,0.49070964753627777,0.6206924915313721,0.18868466466665268,0.28249117732048035,0.139556884765625,0.08056640625
3,6033,M10_dense_island_spectral_pareto,1.141677656090315,1.3361697726136457,3.091515819941413,2.4855079698382845,32.142857142857146,60.714285714285715,0.16092699766159058,0.970005213464062,0.5108256237659905,2.34106561356211,2.6390573296152584,3.044522437723423,3.5553480614894135,3.06561324474157,3.5263605246161616,3.6090884192017034,4.976733742420574,3.5408542930527878,4.51085950651685,4.027578865909839,4.069026754237811,0.8961038961038961,0.8677156177156178,0.7862765190087142,0.7928278926368593,1.4056616425514221,1.3430805206298828,1.3994601368904114,1.2385331392288208,1.3346125483512878,1.2252105474472046,3.1567740231385475,3.713572066704308,3.65810794803505,3.5263605246161616,0.48761940002441406,0.6502653956413269,0.20811936259269714,0.29801705479621887,0.085540771484375,0.07080078125
3,6033,M16a_regime_adaptive_terrace,1.8054052360984212,2.0027172319564532,5.427466648061545,2.4855079698382845,10.714285714285714,60.714285714285715,0.37158602476119995,0.6048727917058385,0.5852624351291982,2.3978952727983707,2.6390573296152584,2.9700856263602153,3.5553480614894135,3.257356345436265,3.5263605246161616,3.394204260674785,4.976733742420574,3.9059867148110112,4.51085950651685,3.7952366320257713,4.069026754237811,0.9142300194931774,0.8677156177156178,0.7581915676261324,0.7928278926368593,1.718271255493164,1.3430805206298828,1.6101191639900208,1.2385331392288208,1.4298489689826965,1.2252105474472046,3.090008326826286,3.713572066704308,4.03514044669695,3.5263605246161616,0.5090724527835846,0.6502653956413269,0.19641783088445663,0.29801705479621887,0.13604736328125,0.07080078125
4,6047,M10_dense_island_spectral_pareto,1.4483040806365972,1.6035451678595722,4.445641169148444,1.7371416203131353,14.285714285714286,100.0,0.15081411600112915,1.1022002077031452,0.5969612342362174,2.6590599969221085,2.2975599250672953,2.8518912373281005,3.448852471564318,3.1513094878724526,3.5614333292995415,3.2999352496064183,4.619561086700818,3.4667115128653574,4.568911720568503,3.6742937654637964,3.959132343047637,0.9082221957608955,0.8882567368032483,0.7858337809423772,0.8193906873265215,1.353843331336975,1.2353611588478088,1.2787549495697021,1.127940833568573,1.2517651915550232,1.0942679047584534,3.275540167521702,3.7494348669884654,3.2384861814448413,3.604115086616335,0.46148160099983215,0.6803716719150543,0.1987549215555191,0.30773158371448517,0.0848388671875,0.091400146484375
4,6047,M16a_regime_adaptive_terrace,1.6510145400224536,2.016361982157599,5.580074548048243,1.7371416203131353,10.714285714285714,100.0,0.40984952449798584,0.7849804178365618,0.6459514384163194,2.1910133173369406,2.2975599250672953,2.8029010331479984,3.448852471564318,3.1354942159291497,3.5614333292995415,3.965013167196762,4.619561086700818,3.783931302731941,4.568911720568503,3.521033808294866,3.959132343047637,0.903433263207106,0.8882567368032483,0.812771556554677,0.8193906873265215,1.6441304087638855,1.2353611588478088,1.5377903580665588,1.127940833568573,1.3421348333358765,1.0942679047584534,3.017740716262378,3.7494348669884654,3.5487744253073963,3.604115086616335,0.4753192812204361,0.6803716719150543,0.1899605095386505,0.30773158371448517,0.13525390625,0.091400146484375
