target,method,growth_group_count,mae,median_absolute_error,rmse,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,interval_coverage,mean_interval_width,prediction_min,prediction_max,truth_min,truth_max
FSMI_nm,M14b_rheed_density_weighted,23,1.3159379293145927,0.7712581562654957,2.0663606805589807,0.28063744435662447,0.19460157238949266,0.4298418972332016,0.04064697629864635,0.8092885375494071,2.923284859610029e-06,0.8695652173913043,14.760906000694984,1.1686025388950836,6.045022237330305,0.8380821497217993,9.324230493376989
FSMI_nm,M14h_nested_support_aware_selector,23,1.367371959192949,0.7775989085108765,2.1342271723212938,0.2472912225175885,0.25528359686587887,0.4575098814229249,0.028159575196551725,0.7984189723320158,4.969523058642491e-06,0.8695652173913043,14.524265431192404,1.1686025388950836,7.023829811615885,0.8380821497217993,9.324230493376989
FSMI_nm,M14c_residual_self_paced,23,1.3685801595457416,0.7026205308160474,2.1088138880471488,0.20343100565560823,0.3518533382445981,0.30138339920948615,0.16225571581325915,0.43478260869565216,0.03814605716443823,0.8695652173913043,12.376520810020477,1.707835534323096,5.370743029263519,0.8380821497217993,9.324230493376989
FSMI_nm,M14g_multiview_curated60_r3d40,23,1.42235568062552,1.0781581882494402,1.9754040455560982,0.3695676115611606,0.08263474431487831,0.4140316205533597,0.049523231321011316,0.8389328063241107,5.699156455047602e-07,0.8695652173913043,15.129574735303649,0.37618392288274916,6.273795210431455,0.8380821497217993,9.324230493376989
FSMI_nm,M14f_multiview_curated40_r3d60,23,1.4234959637160929,1.230475462483533,1.9192333253494938,0.4229573891633432,0.04434432782645102,0.24110671936758896,0.2677434206454534,0.8369565217391305,6.41838498352599e-07,0.8695652173913043,13.606522043989393,0.629868003813219,5.929369532890004,0.8380821497217993,9.324230493376989
FSMI_nm,M14e_multiview_curated20_r3d80,23,1.4401180874762352,1.1276774482472973,1.8808694772801797,0.459166788013764,0.027522406475258464,0.24308300395256918,0.263720491259165,0.7519762845849803,3.5086550776700556e-05,0.8695652173913043,13.701855650643616,1.0546269473384837,5.603852513245553,0.8380821497217993,9.324230493376989
FSMI_nm,M14a_regularized_alpha10,23,1.4690108829520963,0.8987774741434058,2.133922545478897,0.24732039843718734,0.2552257172855174,0.39624505928853754,0.061233333061790074,0.8537549407114625,2.2153833460582923e-07,0.8695652173913043,16.49814937078949,0.13418426695106522,7.023829811615885,0.8380821497217993,9.324230493376989
FSMI_nm,M14d_r3d_causal_temporal,23,1.4924290651111753,1.3000408981073392,1.8670458423132799,0.4685403259024442,0.024131264507494074,0.18379446640316205,0.40120109039639607,0.6887351778656127,0.0002791680762524807,0.8695652173913043,14.072158197368292,1.5645727713257476,5.296206083297093,0.8380821497217993,9.324230493376989
FSMI_nm,M12a_frozen_alpha1,23,1.7480819285347646,0.9787549067821608,2.352490931470062,0.15802735810837595,0.4714307082010346,0.23715415019762848,0.27590585852781313,0.7885375494071146,7.83708100994521e-06,0.8695652173913043,25.256989151255972,0.0017305625895938143,7.397084656583751,0.8380821497217993,9.324230493376989
Rq_nm,M14f_multiview_curated40_r3d60,23,1.4612446385708133,1.2655673538627283,1.9809163435981398,0.5653160584897816,0.004938037852913702,0.4041501976284585,0.05579175689820344,0.7282608695652173,8.154809120247798e-05,0.8695652173913043,13.538602030390635,0.9502714058795491,6.725883979712066,1.2270276091477796,10.321437835693361
Rq_nm,M14g_multiview_curated60_r3d40,23,1.4655696000763268,1.1910191806031225,2.0538123845805774,0.5093670304120774,0.013043989153060645,0.4990118577075099,0.015351531457777153,0.8290513833992096,1.01696803657663e-06,0.8695652173913043,13.232561821528458,0.6496313891302664,7.056666196318084,1.2270276091477796,10.321437835693361
Rq_nm,M14e_multiview_curated20_r3d80,23,1.4947259897420282,1.210423358934575,1.9316667624309085,0.5932883152565289,0.0028448514695669333,0.39624505928853754,0.061233333061790074,0.7490118577075098,3.918162082446681e-05,0.8695652173913043,13.784219367656112,1.3900432767592434,6.410607225852732,1.2270276091477796,10.321437835693361
Rq_nm,M14b_rheed_density_weighted,23,1.4961357322474085,0.9739018393822481,2.2218997275299626,0.37246379517476463,0.08007206353231967,0.47430830039525695,0.02221705222667813,0.6650197628458498,0.0005358621872774777,0.8695652173913043,11.966741706731884,2.2009294485300277,6.754348500422899,1.2270276091477796,10.321437835693361
Rq_nm,M14d_r3d_causal_temporal,23,1.554166082180824,1.2520117287153911,1.915299653170668,0.5933638390873943,0.002840428642921298,0.34980237154150196,0.10179594567782943,0.6798418972332015,0.00035894410640334256,0.9130434782608695,13.024622420490983,1.905152782336113,7.266454310633777,1.2270276091477796,10.321437835693361
Rq_nm,M14c_residual_self_paced,23,1.596184710563146,1.0275163841596426,2.315526109725524,0.27470218189671247,0.20460833776364767,0.2717391304347826,0.2097314194246669,0.2519762845849803,0.24609751665416474,0.8695652173913043,12.669290132571074,2.1539606856950932,6.108235128949011,1.2270276091477796,10.321437835693361
Rq_nm,M14a_regularized_alpha10,23,1.6044197785285415,1.1027514618029373,2.258307589688386,0.3585936725068545,0.09290591972651387,0.48517786561264825,0.01894252412111205,0.6867588932806324,0.0002954235478908242,0.8260869565217391,14.756088060946645,0.3036027358279247,7.7678347856718775,1.2270276091477796,10.321437835693361
Rq_nm,M14h_nested_support_aware_selector,23,1.7655339167886246,1.1922228629410065,2.355621813551202,0.27485849514911725,0.20434043691572873,0.2855731225296443,0.18653757099514054,0.8231225296442688,1.4149030395960068e-06,0.8695652173913043,12.467454977599306,2.2009294485300277,7.056666196318084,1.2270276091477796,10.321437835693361
Rq_nm,M12a_frozen_alpha1,23,1.9100747989313351,1.3221523767382153,2.4849764459756263,0.265392757850007,0.22099172018764057,0.30335968379446643,0.1593839875761117,0.6561264822134387,0.0006745601460454635,0.8695652173913043,22.52028007958053,0.0070670937866817735,8.269986562032416,1.2270276091477796,10.321437835693361
